date_of_interest,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,BK_CASE_COUNT,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,BK_CASE_COUNT_7DAY_AVG,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,MTW Status
5/14/2022,2434,104,12,733,36,2,1073,29,3,,,,Non-matching
5/15/2022,2237,84,9,748,18,4,1089,28,3,18391.71,8060000,Lower PCR efficiency: 74%,Matching
5/16/2022,4507,123,6,1401,33,1,1109,29,3,,,,Non-matching
5/17/2022,4155,119,7,1205,26,2,1090,30,3,15985.87,6560000,Lower PCR efficiency: 79%,Matching
5/18/2022,4259,109,8,1253,24,6,1090,28,3,,,,Non-matching
5/19/2022,3751,80,5,1143,22,2,1080,29,3,,,,Non-matching
5/20/2022,3437,127,9,1028,29,1,1073,27,3,,,,Non-matching
5/21/2022,2453,133,14,663,36,6,1063,27,3,,,,Non-matching
5/22/2022,2333,116,6,721,44,1,1059,31,3,6928,3650000,Lower PCR efficiency: 78%,Matching
5/23/2022,4703,136,10,1405,42,5,1060,32,3,,,,Non-matching
5/24/2022,3957,105,14,1175,47,6,1055,35,4,13917,5640000,,Matching
5/25/2022,3885,135,11,1199,49,4,1048,38,4,,,,Non-matching
5/26/2022,3307,119,7,997,30,4,1027,40,4,,,,Non-matching
5/27/2022,2959,91,8,879,28,2,1006,39,4,,,,Non-matching
5/28/2022,2006,70,8,566,20,4,992,37,4,,,,Non-matching
5/29/2022,1788,86,12,599,37,2,974,36,4,,,,Non-matching
5/30/2022,1724,100,7,519,28,4,848,34,4,,,,Non-matching
5/31/2022,4281,121,6,1312,29,3,867,32,3,14463,5460000,,Matching
6/1/2022,3607,109,9,1116,37,3,855,30,3,,,,Non-matching
6/2/2022,3198,112,13,1010,29,5,857,30,3,,,,Non-matching
6/3/2022,2800,94,8,804,30,5,847,30,4,,,,Non-matching
6/4/2022,1774,66,10,532,22,1,842,30,3,,,,Non-matching
6/5/2022,1668,78,10,475,23,4,824,28,4,11427,4690000,,Matching
6/6/2022,3324,119,14,984,34,4,890,29,4,,,,Non-matching
6/7/2022,2911,92,6,900,30,1,832,29,3,12737,5370000,This sample was analyzed in duplicate. The higher of the 2 results is reported,Matching
6/8/2022,2922,123,15,917,46,4,803,31,3,,,,Non-matching
6/9/2022,2537,113,12,788,40,5,771,32,3,,,,Non-matching
6/10/2022,2416,100,12,721,35,1,760,33,3,,,,Non-matching
6/11/2022,1460,89,13,412,34,4,742,35,3,,,,Non-matching
6/12/2022,1512,83,12,425,22,3,735,34,3,9083,4080000,,Matching
6/13/2022,3125,124,6,931,38,3,728,35,3,,,,Non-matching
6/14/2022,2866,116,4,878,28,1,725,35,3,18756,7910000,,Matching
6/15/2022,2833,129,4,904,42,1,723,34,3,,,,Non-matching
6/16/2022,2468,128,11,725,35,6,714,33,3,,,,Non-matching
6/17/2022,2443,112,9,701,30,3,711,33,3,,,,Non-matching
6/18/2022,1804,83,6,526,28,3,727,32,3,,,,Non-matching
6/19/2022,1576,94,3,440,35,1,729,34,3,,,,Non-matching
6/20/2022,2443,117,9,683,38,5,694,34,3,,,,Non-matching
6/21/2022,3663,139,12,1092,49,2,724,37,3,40937,17000000,This sample was analyzed in duplicate. The higher of the 2 results is reported,Matching
6/22/2022,3295,138,6,896,37,0,723,36,3,,,,Non-matching
6/23/2022,2946,115,11,851,32,3,741,36,2,,,,Non-matching
6/24/2022,2816,148,13,813,56,2,757,39,2,,,,Non-matching
6/25/2022,2066,106,11,604,28,4,768,39,2,,,,Non-matching
6/26/2022,2060,120,7,626,38,3,795,40,3,20363,7680000,,Matching
6/27/2022,3796,134,12,1123,27,4,858,38,3,,,,Non-matching
6/28/2022,3630,126,10,1155,36,3,867,36,3,9888,4220000,,Matching
6/29/2022,3601,142,9,1027,48,3,886,38,3,,,,Non-matching
6/30/2022,3149,163,8,879,39,5,890,39,3,,,,Non-matching
7/1/2022,3112,145,8,878,38,3,899,36,4,,,,Non-matching
7/2/2022,2215,121,9,572,21,5,894,35,4,,,,Non-matching
7/3/2022,2211,129,12,634,43,6,895,36,4,,,,Non-matching
7/4/2022,1735,119,12,427,32,5,796,37,4,,,,Non-matching
7/5/2022,5225,170,10,1501,44,7,845,38,5,30215,11200000,,Matching
7/6/2022,4351,182,6,1226,47,3,874,38,5,,,,Non-matching
7/7/2022,4229,192,8,1248,62,2,927,41,4,,,,Non-matching
7/8/2022,3813,165,4,1129,50,3,962,43,4,,,,Non-matching
7/9/2022,2550,138,12,759,51,2,989,47,4,,,,Non-matching
7/10/2022,2452,151,7,724,44,0,1002,47,3,24329,9180000,,Matching
7/11/2022,4980,203,5,1408,59,0,1142,51,2,,,,Non-matching
7/12/2022,4243,203,12,1253,57,4,1107,53,2,19225,7570000,This sample was analyzed in duplicate. The higher of the 2 results is reported,Matching
7/13/2022,3971,182,12,1180,47,3,1100,53,2,,,,Non-matching
7/14/2022,3901,182,11,1188,49,3,1092,51,2,,,,Non-matching
7/15/2022,3741,186,10,1163,43,2,1096,50,2,,,,Non-matching
7/16/2022,2355,156,6,631,37,1,1078,48,2,,,,Non-matching
7/17/2022,2386,156,18,684,54,0,1072,49,2,20367,7910000,,Matching
7/18/2022,4356,205,10,1258,67,2,1051,51,2,,,,Non-matching
7/19/2022,4074,197,11,1166,67,3,1039,52,2,27471,10400000,,Matching
7/20/2022,3827,195,14,1121,55,4,1030,53,2,,,,Non-matching
7/21/2022,3433,191,16,1004,49,6,1004,53,3,,,,Non-matching
7/22/2022,3210,158,17,955,47,5,974,54,3,,,,Non-matching
7/23/2022,2175,145,20,602,40,8,970,54,4,,,,Non-matching
7/24/2022,2028,130,13,597,34,5,958,51,5,17201,6970000,This sample was analyzed in duplicate. The higher of the 2 results is reported,Matching
7/25/2022,4282,202,18,1179,54,9,946,49,6,,,,Non-matching
7/26/2022,3879,170,12,1083,46,3,934,46,6,19135,7860000,,Matching
7/27/2022,3653,178,17,1074,38,5,928,44,6,,,,Non-matching
7/28/2022,3214,141,17,933,35,3,918,42,5,,,,Non-matching
7/29/2022,2903,150,16,829,40,5,900,41,5,,,,Non-matching
7/30/2022,1818,133,18,494,40,5,884,41,5,,,,Non-matching
7/31/2022,1933,139,13,567,43,5,880,42,5,17436,6770000,,Matching
8/1/2022,3851,165,13,1106,53,4,869,42,4,,,,Non-matching
8/2/2022,3536,168,15,1032,51,5,862,43,5,22741,8330000,,Matching
8/3/2022,3197,168,11,843,53,3,829,45,4,,,,Non-matching
8/4/2022,2956,154,15,845,42,3,817,46,4,,,,Non-matching
8/5/2022,2726,174,14,781,44,2,810,47,4,,,,Non-matching
8/6/2022,1677,111,16,429,30,7,800,45,4,,,,Non-matching
8/7/2022,1612,124,15,444,32,4,783,44,4,8844,3430000,,Matching
8/8/2022,3360,163,18,974,50,6,764,43,4,,,,Non-matching
8/9/2022,2725,165,17,746,43,2,723,42,4,13295,5020000,Low N1 standard curve efficiency (62%),Matching
8/10/2022,2546,150,11,796,46,3,716,41,4,,,,Non-matching
8/11/2022,2311,150,8,604,44,5,682,41,4,,,,Non-matching
8/12/2022,2008,144,12,601,46,2,656,42,4,,,,Non-matching
8/13/2022,1291,89,13,356,32,6,646,42,4,,,,Non-matching
8/14/2022,1308,108,15,375,26,4,636,41,4,13710,5480000,This sample was analyzed in duplicate. The higher of the 2 results is reported,Matching
8/15/2022,2638,147,15,773,47,4,607,41,4,,,,Non-matching
8/16/2022,2354,126,14,665,51,5,596,42,4,9349,3680000,,Matching
8/17/2022,2197,131,19,640,56,7,573,43,5,,,,Non-matching
8/18/2022,2096,114,13,607,41,3,574,43,4,,,,Non-matching
8/19/2022,1912,107,10,525,30,5,563,40,5,,,,Non-matching
8/20/2022,1243,91,18,336,25,4,560,39,5,,,,Non-matching
8/21/2022,1262,83,16,369,34,5,559,41,5,16349,6440000,Low N1 standard curve efficiency (68%),Matching
8/22/2022,2264,133,16,654,39,5,542,39,5,,,,Non-matching
8/23/2022,2030,111,10,545,27,3,525,36,5,10248,3980000,,Matching
8/24/2022,1900,128,14,562,37,3,514,33,4,,,,Non-matching
8/25/2022,1818,102,11,505,37,4,499,33,4,,,,Non-matching
8/26/2022,1679,118,19,467,33,8,491,33,5,,,,Non-matching
8/27/2022,1105,84,11,290,25,1,485,33,4,,,,Non-matching
8/28/2022,1110,76,13,324,18,3,478,31,4,,,,Non-matching
8/29/2022,2152,114,7,631,34,4,475,30,4,,,,Non-matching
8/30/2022,1830,120,12,520,36,3,471,31,4,,,,Non-matching
8/31/2022,1812,81,10,520,24,2,465,30,4,,,,Non-matching
9/1/2022,1631,90,9,454,26,2,458,28,3,,,,Non-matching
9/2/2022,1454,85,10,452,33,3,456,28,3,,,,Non-matching
9/3/2022,907,67,7,208,25,4,444,28,3,,,,Non-matching
9/4/2022,954,55,14,270,20,5,436,28,3,,,,Non-matching
9/5/2022,982,71,10,290,28,3,388,27,3,,,,Non-matching
9/6/2022,2011,86,6,586,24,2,397,26,3,,,,Non-matching
9/7/2022,1747,87,9,505,42,2,395,28,3,,,,Non-matching
9/8/2022,1596,76,11,488,26,4,400,28,3,,,,Non-matching
9/9/2022,1458,73,8,428,21,4,396,27,3,,,,Non-matching
9/10/2022,981,66,8,251,21,0,403,26,3,,,,Non-matching
9/11/2022,916,68,7,284,27,3,405,27,3,,,,Non-matching
9/12/2022,1899,27,2,570,8,0,445,24,2,,,,Non-matching
